video_number,vimeo_link,nº do projecto,nome,tema,sample_1,sample_2,sample_3,sample_4,sample_5,remarks,consistency,performer_category,upload_date,location,keywords,voice
7681,https://vimeo.com/995454790,4243,Aurelio Arce y vecinos y vecinas de Filiel,Ronda,"7 performers (Large Group, conf: 0.83)","9 performers (Large Group, conf: 0.78)","11 performers (Large Group, conf: 0.70)","9 performers (Large Group, conf: 0.75)","10 performers (Large Group, conf: 0.73)",Inconsistent - Manual review required (40%),40,large group (5+),2024-08-06,,"galiza, tamborileiro, baile, dança","pífaro, tambor, castanholas"
7682,https://vimeo.com/995455087,4243,Aurelio Arce y vecinos y vecinas de Filiel,El huerto,"5 performers (Small Group, conf: 0.66)","7 performers (Large Group, conf: 0.69)","5 performers (Small Group, conf: 0.78)","11 performers (Large Group, conf: 0.65)","8 performers (Large Group, conf: 0.75)",Inconsistent - Manual review required (40%),40,large group (5+),2024-08-06,,"galiza, tamborileiro, baile, dança","pífaro, tambor, castanholas"
7683,https://vimeo.com/995455281,4244,Vecinas y vecinos de Filiel,Ronda “Si pasas el río”,"13 performers (Large Group, conf: 0.78)","12 performers (Large Group, conf: 0.82)","14 performers (Large Group, conf: 0.74)","12 performers (Large Group, conf: 0.83)","12 performers (Large Group, conf: 0.82)",Mostly consistent (60%),60,large group (5+),2024-08-06,,"galiza, tamborileiro, baile, dança","pífaro, tambor, castanholas"
7684,https://vimeo.com/995454325,4245,Eusebio Martín,entrevista: ¿por qué cantas y bailas música de raíz?,"3 performers (Small Group, conf: 0.71)","3 performers (Small Group, conf: 0.73)","3 performers (Small Group, conf: 0.74)","3 performers (Small Group, conf: 0.74)","3 performers (Small Group, conf: 0.77)",Consistent (100%),100,small group (3-5),2024-08-06,,"galiza, entrevista","voz, pandeireta"
7685,https://vimeo.com/995453961,4246,Pandereteras “Seronda”,Baile Llano y Jotas de Cubillas de Arbas,"10 performers (Large Group, conf: 0.87)","10 performers (Large Group, conf: 0.86)","10 performers (Large Group, conf: 0.85)","10 performers (Large Group, conf: 0.86)","10 performers (Large Group, conf: 0.86)",Consistent (100%),100,large group (5+),2024-08-06,,"galiza, grupo, feminino","voz, pandeireta"
7686,https://vimeo.com/995450413,4247,Edelio González,Jota Punteada,"1 performers (Solo, conf: 0.94)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.91)",Consistent (100%),100,solo (1),2024-08-06,,"galiza, percussão","voz, caixa"
7687,https://vimeo.com/995450215,4247,Edelio González,Corrido,"1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.91)",Consistent (100%),100,solo (1),2024-08-06,,"galiza, percussão","voz, caixa"
7688,https://vimeo.com/995450839,4248,"Tarsicio Espada, Lucía Fraile y Pedro Prada",Jotas punteadas de los gaiteros de Pedrazales,"3 performers (Small Group, conf: 0.88)","3 performers (Small Group, conf: 0.87)","3 performers (Small Group, conf: 0.88)","3 performers (Small Group, conf: 0.88)","3 performers (Small Group, conf: 0.87)",Consistent (100%),100,small group (3-5),2024-08-06,,galiza,"gaita de foles, caixa, pandeireta"
7689,https://vimeo.com/995573293,4249,O Povo Que Ainda Canta,Polifonia,"19 performers (Large Group, conf: 0.57)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.88)","4 performers (Small Group, conf: 0.80)","1 performers (Solo, conf: 0.31)",Mostly consistent (60%),60,solo (1),2024-08-06,,"filme, documentário","voz, vários"
7690,https://vimeo.com/995570511,4250,O Povo Que Ainda Canta,Portugal,"2 performers (Duo, conf: 0.84)","9 performers (Large Group, conf: 0.57)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.88)","3 performers (Small Group, conf: 0.86)",Inconsistent - Manual review required (40%),40,solo (1),2024-08-06,,"filme, documentário","voz, vários"
7691,https://vimeo.com/995567069,4251,O Povo Que Ainda Canta,Viola da Terra,"1 performers (Solo, conf: 0.81)","2 performers (Duo, conf: 0.92)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.85)",No frame found,Mostly consistent (75%),75,solo (1),2024-08-06,,"filme, documentário","voz, viola da terra, vários"
7692,https://vimeo.com/995563771,4252,O Povo Que Ainda Canta,notas de um realizador,"2 performers (Duo, conf: 0.79)","2 performers (Duo, conf: 0.58)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.82)",Mostly consistent (60%),60,solo (1),2024-08-06,,"filme, documentário","voz, vários"
7693,https://vimeo.com/995548510,4253,O Povo Que Ainda Canta,Construtores,"1 performers (Solo, conf: 0.80)","2 performers (Duo, conf: 0.54)",No frame found,"2 performers (Duo, conf: 0.76)","1 performers (Solo, conf: 0.95)",Inconsistent - Manual review required (50%),50,solo (1),2024-08-06,,"filme, documentário","voz, vários"
7694,https://vimeo.com/950073926,4254,Lú,Irmãos,"1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.85)",Consistent (100%),100,solo (1),2024-05-24,,,"voz, viola acústica"
7695,https://vimeo.com/950285346,4255,Dui MC,Liberdade,"1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.84)",Consistent (100%),100,solo (1),2024-05-25,,"rap, hip hop",voz
7696,https://vimeo.com/940914241,4256,Daguida,Temos a mania,"3 performers (Small Group, conf: 0.87)","3 performers (Small Group, conf: 0.87)","3 performers (Small Group, conf: 0.67)","3 performers (Small Group, conf: 0.75)","3 performers (Small Group, conf: 0.77)",Consistent (100%),100,small group (3-5),2024-04-29,,trio,"voz, viola acústica, viola baixo acústica"
7697,https://vimeo.com/950817199,4257,Casal Tiago,O Amor é louco,"3 performers (Small Group, conf: 0.61)","2 performers (Duo, conf: 0.85)","2 performers (Duo, conf: 0.83)","2 performers (Duo, conf: 0.84)","2 performers (Duo, conf: 0.86)",Mostly consistent (80%),80,duo (2),2024-05-27,,dueto,voz
7698,https://vimeo.com/55738145,4258,# Tradições musicais e outras de Natal em Arouca,,No frame found,"7 performers (Large Group, conf: 0.77)","10 performers (Large Group, conf: 0.64)","8 performers (Large Group, conf: 0.72)","4 performers (Small Group, conf: 0.57)",Inconsistent - Manual review required (25%),25,large group (5+),2012-12-16,,"documentário, natal","voz, vários"
7699,https://vimeo.com/943310110,4259,Maria Adelina das Neves Abreu,Ponto de Arraiolos,"1 performers (Solo, conf: 0.81)","2 performers (Duo, conf: 0.63)","1 performers (Solo, conf: 0.75)","1 performers (Solo, conf: 0.77)","2 performers (Duo, conf: 0.61)",Mostly consistent (60%),60,solo (1),2024-05-06,,"entrevista, trabalho, ofício, arraiolos",voz
7700,https://vimeo.com/862656745,4260,SOBRE VAGAR,VIOLA CAMPANIÇA,"1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.85)","4 performers (Small Group, conf: 0.81)","4 performers (Small Group, conf: 0.82)",Mostly consistent (60%),60,solo (1),2023-09-09,,"documentário, campaniça","voz, viola campaniça, vários"
7701,https://vimeo.com/943312974,4261,João Barroso,Um homem Rural,"3 performers (Small Group, conf: 0.50)","3 performers (Small Group, conf: 0.46)","2 performers (Duo, conf: 0.67)","2 performers (Duo, conf: 0.48)","2 performers (Duo, conf: 0.52)",Mostly consistent (60%),60,duo (2),2024-05-06,,,"voz, viola acústica"
7702,https://vimeo.com/953602800,4262,Tuna Sénior da Misericórdia de Borba,Senhora da Misericórdia,"14 performers (Large Group, conf: 0.56)","15 performers (Large Group, conf: 0.53)","13 performers (Large Group, conf: 0.57)","12 performers (Large Group, conf: 0.60)","15 performers (Large Group, conf: 0.56)",Inconsistent - Manual review required (40%),40,large group (5+),2024-06-04,,"coro, religião","voz, acordeão, violino, viola acústica"
7703,https://vimeo.com/943557647,4263,"Paisagem sonora, toque de sinos, chamada para a missa (Júlia Silva Luísa de Fátima e Paulinho)",,No frame found,No frame found,No frame found,No frame found,No frame found,No valid frames found,0,unknown,2024-05-07,,paisagem sonora,sino
7704,https://vimeo.com/943333512,4263,"Paisagem sonora, toque de sinos, morte de homem (Júlia Silva Luísa de Fátima e Paulinho)",,"1 performers (Solo, conf: 0.58)","1 performers (Solo, conf: 0.49)",No frame found,No frame found,No frame found,Consistent (100%),100,solo (1),2024-05-06,,paisagem sonora,sino
7705,https://vimeo.com/953863186,4264,Filipe Ladeiras acompanhado por João Ficalho,Azenha Velhinha,"2 performers (Duo, conf: 0.91)","2 performers (Duo, conf: 0.92)","2 performers (Duo, conf: 0.92)","2 performers (Duo, conf: 0.91)","2 performers (Duo, conf: 0.91)",Consistent (100%),100,duo (2),2024-06-05,,,"voz, viola acústica"
7706,https://vimeo.com/958253650,4265,Inês Rodrigues,Vós,"1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.85)",Consistent (100%),100,solo (1),2024-06-14,,,"voz, viola acústica"
7707,https://vimeo.com/958255497,4266,Senhor Jorge com José Pedro Pinto,“Balada do Outono” de José Afonso,"2 performers (Duo, conf: 0.88)","2 performers (Duo, conf: 0.89)","2 performers (Duo, conf: 0.89)","2 performers (Duo, conf: 0.89)","2 performers (Duo, conf: 0.88)",Consistent (100%),100,duo (2),2024-06-14,,,"voz, viola acústica"
7708,https://vimeo.com/959477433,4267,Sónia Sobral,Meninas vamos ao vira,"1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.73)",Consistent (100%),100,solo (1),2024-06-16,,,acordeão
7709,https://vimeo.com/960524943,4268,Bastardos do Cardeal,Põe-te num porco,"4 performers (Small Group, conf: 0.49)","5 performers (Small Group, conf: 0.51)","3 performers (Small Group, conf: 0.68)","4 performers (Small Group, conf: 0.63)","3 performers (Small Group, conf: 0.73)",Inconsistent - Manual review required (40%),40,small group (3-5),2024-06-17,,"banda, rock","voz, viola elétrica, bateria, baixo"
7710,https://vimeo.com/960458718,4269,Youthone,És tu,"1 performers (Solo, conf: 0.62)","2 performers (Duo, conf: 0.60)","2 performers (Duo, conf: 0.37)","1 performers (Solo, conf: 0.78)","1 performers (Solo, conf: 0.41)",Mostly consistent (60%),60,solo (1),2024-06-17,,"hip hop, rap",voz
7711,https://vimeo.com/960525900,4270,A Voz do Rock,“Acordar” de Rádio Macau,"22 performers (Large Group, conf: 0.57)","23 performers (Large Group, conf: 0.55)","22 performers (Large Group, conf: 0.53)","23 performers (Large Group, conf: 0.55)","18 performers (Large Group, conf: 0.57)",Inconsistent - Manual review required (40%),40,large group (5+),2024-06-17,,"banda, rock, coro","voz, bateria, viola eléctrica"
7712,https://vimeo.com/962121863,4271,Tomás Oliveira,Maior fã,"3 performers (Small Group, conf: 0.56)","3 performers (Small Group, conf: 0.53)","2 performers (Duo, conf: 0.59)","2 performers (Duo, conf: 0.58)","3 performers (Small Group, conf: 0.54)",Mostly consistent (60%),60,small group (3-5),2024-06-19,,,"voz, viola acústica, ukulele, melódica"
7713,https://vimeo.com/961388335,4272,IMD,Ouro & Marfim,"1 performers (Solo, conf: 0.74)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.76)","1 performers (Solo, conf: 0.87)",Consistent (100%),100,solo (1),2024-06-18,,"hip hop, rap",voz
7714,https://vimeo.com/961413058,4273,Belarmino Santos com Joaquim Morgado e Mike Martins,“Epá” de Fernando Farinha,"5 performers (Small Group, conf: 0.77)","5 performers (Small Group, conf: 0.77)","5 performers (Small Group, conf: 0.77)","6 performers (Large Group, conf: 0.76)","5 performers (Small Group, conf: 0.77)",Mostly consistent (80%),80,small group (3-5),2024-06-18,,fado,"voz, guitarra portuguesa, viola acústica"
7715,https://vimeo.com/972470836,4274,João Rijo & Margarida Guerra,Ao mar fui por laranjas,"2 performers (Duo, conf: 0.89)","2 performers (Duo, conf: 0.84)","2 performers (Duo, conf: 0.88)","2 performers (Duo, conf: 0.90)","2 performers (Duo, conf: 0.87)",Consistent (100%),100,duo (2),2024-06-30,,,"voz, viola acústica"
7716,https://vimeo.com/77625210,4275,# Memórias de Porto Carvoeiro - Há Festa na Aldeia 2013,,"1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.83)",Consistent (100%),100,solo (1),2013-10-23,,"filme, documentário","voz, vários"
7717,https://vimeo.com/299265735,4276,Raquel Martins,,"1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.86)",Consistent (100%),100,solo (1),2018-11-06,,,voz
7718,https://vimeo.com/1001953023,4277,Tiago Pereira produz Tiago Sami Pereira,"""Entranhas ou a missa hipster"" com o Coro da Cura (Processo criativo em curso)","1 performers (Solo, conf: 0.77)","1 performers (Solo, conf: 0.77)","1 performers (Solo, conf: 0.78)","1 performers (Solo, conf: 0.76)","1 performers (Solo, conf: 0.81)",Consistent (100%),100,solo (1),2024-08-23,,"experimental, processo criativa, residência",voz
7719,https://vimeo.com/1003195552,4278,António Ramos,"""História do Fontanário e cantigas""","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.85)",Consistent (100%),100,solo (1),2024-08-27,,"história de vida, fontanário",voz
7720,https://vimeo.com/1003833889,4279,Romeiros de São João D'Arga,"""O passarinho""","3 performers (Small Group, conf: 0.72)","6 performers (Large Group, conf: 0.60)","3 performers (Small Group, conf: 0.81)","7 performers (Large Group, conf: 0.67)","9 performers (Large Group, conf: 0.62)",Inconsistent - Manual review required (40%),40,large group (5+),2024-08-28,,romaria,"voz, acordeão, percussão"
7721,https://vimeo.com/1005053077,4280,José Geadas,“Além Tejo”,"1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.93)","1 performers (Solo, conf: 0.94)","1 performers (Solo, conf: 0.94)","1 performers (Solo, conf: 0.93)",Consistent (100%),100,solo (1),2024-09-01,,,"voz, viola acústica"
7722,https://vimeo.com/1005053552,4281,Diana e Paulo Velhinho,"""Fado Loucura""","5 performers (Small Group, conf: 0.76)","4 performers (Small Group, conf: 0.80)","5 performers (Small Group, conf: 0.80)","4 performers (Small Group, conf: 0.85)","5 performers (Small Group, conf: 0.76)",Mostly consistent (60%),60,small group (3-5),2024-09-01,,fado,"voz, viola acústica, guitarra portuguesa"
7723,https://vimeo.com/1005057011,4282,Carolina Matos,"""Passo a passo"" da Nena","1 performers (Solo, conf: 0.74)","1 performers (Solo, conf: 0.74)","1 performers (Solo, conf: 0.71)","1 performers (Solo, conf: 0.75)","1 performers (Solo, conf: 0.74)",Consistent (100%),100,solo (1),2024-09-01,,,voz
7724,https://vimeo.com/1005057189,4283,Rute Sousa e Mário Carriço,"""A Força da Mulher""","2 performers (Duo, conf: 0.88)","2 performers (Duo, conf: 0.89)","2 performers (Duo, conf: 0.88)","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.88)",Consistent (100%),100,duo (2),2024-09-01,,fado,"voz, viola acústica"
7725,https://vimeo.com/1005418938,4284,Joaquim da Cunha Sá,""" História do António Saramagão""","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.85)",Consistent (100%),100,solo (1),2024-09-02,,"narrador, história de vida, estória, contador",voz
7726,https://vimeo.com/1007576654,4285,António Martins,"""A morte saiu à rua""","2 performers (Duo, conf: 0.81)","2 performers (Duo, conf: 0.81)","2 performers (Duo, conf: 0.58)","2 performers (Duo, conf: 0.86)","1 performers (Solo, conf: 0.80)",Mostly consistent (80%),80,duo (2),2024-09-09,,instrumental,cavaquinho
7727,https://vimeo.com/1007707146,4286,Simão Mota e Manuel Portugal,"""Rua da Saudade""","2 performers (Duo, conf: 0.90)","2 performers (Duo, conf: 0.88)","2 performers (Duo, conf: 0.88)","2 performers (Duo, conf: 0.84)","2 performers (Duo, conf: 0.86)",Consistent (100%),100,duo (2),2024-09-09,,"canção de coimbra, arquivo","guitarra portuguesa, viola acústica"
7728,https://vimeo.com/1007712385,4287,Raquel Paixão,Variações em ré menor de Gonçalo Paredes,"1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.86)",Consistent (100%),100,solo (1),2024-09-09,,"canção de coimbra, arquivo",guitarra portuguesa
7729,https://vimeo.com/1017578200,4288,Fábio Borges acompanhado por Gil Godinho e Raquel Paixão,"""Fado dos olhos claros""","4 performers (Small Group, conf: 0.66)","4 performers (Small Group, conf: 0.65)","4 performers (Small Group, conf: 0.59)","5 performers (Small Group, conf: 0.55)","6 performers (Large Group, conf: 0.52)",Mostly consistent (60%),60,small group (3-5),2024-10-08,,"canção de coimbra, arquivo","guitarra portuguesa, viola acústica, voz"
7730,https://vimeo.com/1007712590,4288,Fábio Borges acompanhado por Gil Godinho e Raquel Paixão,"""Fado das Andorinhas""","3 performers (Small Group, conf: 0.84)","3 performers (Small Group, conf: 0.87)","3 performers (Small Group, conf: 0.87)","3 performers (Small Group, conf: 0.85)","3 performers (Small Group, conf: 0.86)",Consistent (100%),100,small group (3-5),2024-09-09,,"canção de coimbra, arquivo","guitarra portuguesa, viola acústica, voz"
7731,https://vimeo.com/1007713644,4289,Constança Peixoto acompanhada por João Afonso Sousa e João Alves,"""Menino d'Oiro""","3 performers (Small Group, conf: 0.86)","3 performers (Small Group, conf: 0.86)","3 performers (Small Group, conf: 0.87)","3 performers (Small Group, conf: 0.87)","3 performers (Small Group, conf: 0.84)",Consistent (100%),100,small group (3-5),2024-09-09,,"canção de coimbra, arquivo","guitarra portuguesa, viola acústica, voz"
7732,https://vimeo.com/1007714488,4290,Luís Alcoforado acompanhado por José Rabaça e Luís Carlos Santos,"""Inquietação""","3 performers (Small Group, conf: 0.83)","3 performers (Small Group, conf: 0.88)","3 performers (Small Group, conf: 0.87)","3 performers (Small Group, conf: 0.88)","3 performers (Small Group, conf: 0.88)",Consistent (100%),100,small group (3-5),2024-09-09,,"canção de coimbra, arquivo","guitarra portuguesa, viola acústica, voz"
7733,https://vimeo.com/1013769938,4291,"Filipa Freire acompanhada por Tiago José Rodrigues, Simão Mota e Vasco Rodrigues","""Crucificado""","4 performers (Small Group, conf: 0.83)","4 performers (Small Group, conf: 0.78)","5 performers (Small Group, conf: 0.69)","5 performers (Small Group, conf: 0.73)","5 performers (Small Group, conf: 0.74)",Mostly consistent (60%),60,small group (3-5),2024-09-28,,"canção de coimbra, arquivo","guitarra de coimbra, viola acústica, voz"
7734,https://vimeo.com/1007715269,4291,"Filipa Freire acompanhada por Tiago José Rodrigues, Simão Mota e Vasco Rodrigues","""Adeus, Minho Encantador""","6 performers (Large Group, conf: 0.69)","7 performers (Large Group, conf: 0.61)","6 performers (Large Group, conf: 0.69)","9 performers (Large Group, conf: 0.60)","5 performers (Small Group, conf: 0.71)",Inconsistent - Manual review required (40%),40,large group (5+),2024-09-09,,"canção de coimbra, arquivo","guitarra de coimbra, viola acústica, voz"
7735,https://vimeo.com/1007716303,4292,Rui Pato e Octávio Sérgio,"""Dor na planície""","2 performers (Duo, conf: 0.84)","2 performers (Duo, conf: 0.85)","2 performers (Duo, conf: 0.85)","3 performers (Small Group, conf: 0.64)","2 performers (Duo, conf: 0.85)",Mostly consistent (80%),80,duo (2),2024-09-09,,"canção de coimbra, arquivo","guitarra portuguesa, viola acústica"
7736,https://vimeo.com/1008127064,4293,Regletes,"""Haja alegria (nesta via)""","2 performers (Duo, conf: 0.78)","2 performers (Duo, conf: 0.83)","2 performers (Duo, conf: 0.82)","2 performers (Duo, conf: 0.83)","2 performers (Duo, conf: 0.79)",Consistent (100%),100,duo (2),2024-09-10,,banda,"voz, bombo, viola acústica"
7737,https://vimeo.com/1008121330,4293,Regletes,"""Conto da Montanha""","3 performers (Small Group, conf: 0.69)","3 performers (Small Group, conf: 0.66)","3 performers (Small Group, conf: 0.73)","3 performers (Small Group, conf: 0.74)","3 performers (Small Group, conf: 0.69)",Consistent (100%),100,small group (3-5),2024-09-10,,banda,"voz, bombo"
7738,https://vimeo.com/1008134366,4294,Grupo de Cavaquinhos da Universidade Sénior de Murça,Oh Linda,"6 performers (Large Group, conf: 0.83)","6 performers (Large Group, conf: 0.81)","7 performers (Large Group, conf: 0.77)","7 performers (Large Group, conf: 0.74)","7 performers (Large Group, conf: 0.75)",Mostly consistent (60%),60,large group (5+),2024-09-10,,grupo,"voz, cavaquinho, triângulo, pandeireta"
7739,https://vimeo.com/1011285788,4295,Amigos dos Bombos Murça,"""Dez pancadas""","17 performers (Large Group, conf: 0.54)","18 performers (Large Group, conf: 0.53)","14 performers (Large Group, conf: 0.58)","14 performers (Large Group, conf: 0.58)","15 performers (Large Group, conf: 0.55)",Inconsistent - Manual review required (40%),40,large group (5+),2024-09-20,,"grupo, percussão","bombo, caixa"
7740,https://vimeo.com/1010185527,4295,Amigos dos Bombos Murça,"""Os cabeçudos""","21 performers (Large Group, conf: 0.54)","20 performers (Large Group, conf: 0.60)","15 performers (Large Group, conf: 0.63)","18 performers (Large Group, conf: 0.58)","18 performers (Large Group, conf: 0.59)",Inconsistent - Manual review required (40%),40,large group (5+),2024-09-17,,"grupo, percussão","bombo, caixa"
7741,https://vimeo.com/1011285615,4295,Amigos dos Bombos Murça,"""Bota para a frente""","17 performers (Large Group, conf: 0.56)","17 performers (Large Group, conf: 0.61)","17 performers (Large Group, conf: 0.58)","18 performers (Large Group, conf: 0.58)","19 performers (Large Group, conf: 0.53)",Mostly consistent (60%),60,large group (5+),2024-09-20,,"grupo, percussão","bombo, caixa"
7742,https://vimeo.com/1008351678,4295,Amigos dos Bombos Murça,"""Cavalaria""","14 performers (Large Group, conf: 0.62)","15 performers (Large Group, conf: 0.62)","14 performers (Large Group, conf: 0.63)","16 performers (Large Group, conf: 0.59)","16 performers (Large Group, conf: 0.61)",Inconsistent - Manual review required (40%),40,large group (5+),2024-09-11,,"grupo, percussão","bombo, caixa"
7743,https://vimeo.com/1008529137,4296,Palmira do Vale,"""A salsa da minha horta""","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.86)",Consistent (100%),100,solo (1),2024-09-11,,,voz
7744,https://vimeo.com/1008725435,4297,José Mendes,"""Martírios de Jesus""","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.84)",Consistent (100%),100,solo (1),2024-09-12,,"religião, leitura",voz
7745,https://vimeo.com/1008729044,4298,"Aida Anjos Gomes Pereira, Antonio Manuel Madureira Dias e Ana Teixeira Dias","""Serração da Velha""","3 performers (Small Group, conf: 0.59)","3 performers (Small Group, conf: 0.63)","4 performers (Small Group, conf: 0.53)","3 performers (Small Group, conf: 0.60)","3 performers (Small Group, conf: 0.56)",Mostly consistent (80%),80,small group (3-5),2024-09-12,,trio,voz
7746,https://vimeo.com/1009093576,4298,"Aida Anjos Gomes Pereira, Antonio Manuel Madureira Dias e Ana Teixeira Dias","""Hino de Fiolhoso""","3 performers (Small Group, conf: 0.81)","4 performers (Small Group, conf: 0.65)","3 performers (Small Group, conf: 0.80)","3 performers (Small Group, conf: 0.81)","3 performers (Small Group, conf: 0.82)",Mostly consistent (80%),80,small group (3-5),2024-09-13,,trio,voz
7747,https://vimeo.com/1010212884,4299,Lurdes Monteiro,"""Anedota do papagaio""","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.91)",Consistent (100%),100,solo (1),2024-09-17,,"anedota, tradição oral",voz
7748,https://vimeo.com/1011278747,4299,Lurdes Monteiro,"""Janeiras""","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)",Consistent (100%),100,solo (1),2024-09-20,,,voz
7749,https://vimeo.com/1011279073,4299,Lurdes Monteiro,"""Oração"" 1","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.92)",Consistent (100%),100,solo (1),2024-09-20,,"religião, oração",voz
7750,https://vimeo.com/1011278612,4299,Lurdes Monteiro,"""Marcha de Murça""","1 performers (Solo, conf: 0.94)","1 performers (Solo, conf: 0.95)","1 performers (Solo, conf: 0.95)","1 performers (Solo, conf: 0.94)","1 performers (Solo, conf: 0.94)",Consistent (100%),100,solo (1),2024-09-20,,"cantiga, marcha",voz
7751,https://vimeo.com/1011278858,4299,Lurdes Monteiro,"""Canção das vindimas""","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.87)",Consistent (100%),100,solo (1),2024-09-20,,"cantiga, traballho, vindimas",voz
7752,https://vimeo.com/1011279196,4299,Lurdes Monteiro,"""Oração"" 2","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.88)",Consistent (100%),100,solo (1),2024-09-20,,"religião, oração",voz
7753,https://vimeo.com/1009824649,4299,Lurdes Monteiro,"""Venham Alheiras""","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.88)",Consistent (100%),100,solo (1),2024-09-16,,"cantiga, reis",voz
7754,https://vimeo.com/1008741008,4299,Lurdes Monteiro,"""Responso da Espinhal caída e sua explicação""","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.90)",Consistent (100%),100,solo (1),2024-09-12,,"religião, oração, responso",voz
7755,https://vimeo.com/1009872919,4300,Joaquim Prazeres,Maneio,"1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.94)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.89)",Consistent (100%),100,solo (1),2024-09-16,,instrumental,acordeão
7756,https://vimeo.com/1008746137,4300,Joaquim Prazeres,"""Fado Transmontano""","1 performers (Solo, conf: 0.93)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.95)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.91)",Consistent (100%),100,solo (1),2024-09-12,,instrumental,acordeão
7757,https://vimeo.com/1010213529,4301,Lurdes Carvalho,"""Passarinho na gaiola""","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.86)",Consistent (100%),100,solo (1),2024-09-17,,,voz
